Form_Number,Age,Gender,No.of dependents,Occupation,City,"Education(1-ungraduate, 2-graduate,3-postgraduate)",Personal Income(in $),Personal Income,Family Income(in $),Family Income,Amount invested In last 6 months,Amount invested till date(in $),Amount invested till date,Earnings till date(NFT),Retained,last_transaction
238,31,Female,0,student,409,2,6251.19,468839.25,6251.19,1250238,7.05,0.47,7.05,16212.00,0,NaT
239,56,Male,0,self_employed,1618,1,4142.83,310712.25,4387.39,877478,0.15,0.01,0.15,14309.00,0,16-10-2019
240,33,Female,0,self_employed,1076,2,1700.94,127570.5,1747.81,349562,1.95,0.13,1.95,14851.00,0,25-12-2019
242,66,Female,0,self_employed,409,3,3102.16,232662,3102.16,620432,3.45,0.23,3.45,13098.00,0,04-09-2019
243,70,Male,0,retired,334,2,18187.37,1364052.75,13674.01,2734802,10603.35,706.89,10603.35,15597.00,0,14-12-2019
244,44,Male,0,salaried,1163,3,2163.68,162276,2166.76,433352,7.05,0.47,7.05,12284.00,1,08-01-2019
245,42,Male,0,self_employed,914,3,390.24,29268,4412.93,882586,545023.65,36334.91,545023.65,10188.00,1,05-12-2019
247,23,Male,0,student,1232,3,6011.64,450873,6011.64,1202328,6.9,0.46,6.9,15967.00,0,NaT
248,45,Male,0,salaried,409,2,2471.72,185379,2252.98,450596,4.35,0.29,4.35,11058.00,0,20-10-2019
249,70,Male,0,retired,1585,3,9056.51,679238.25,9418.67,1883734,77144.85,5142.99,77144.85,21429.00,0,01-11-2019
250,67,Male,0,retired,413,2,3896.99,292274.25,3106.71,621342,4.65,0.31,4.65,12968.00,0,26-11-2019
252,33,Female,0,self_employed,409,3,3221.37,241602.75,3164.92,632984,5.55,0.37,5.55,12060.00,0,14-12-2019
253,40,Male,1,self_employed,1020,2,261.77,19632.75,4175.7,835140,204751.5,13650.1,204751.5,10238.00,1,18-12-2019
254,36,Male,3,self_employed,1551,2,10404.34,780325.5,27505.88,5501176,4509.45,300.63,4509.45,10850.00,0,25-12-2019
255,58,Female,0,self_employed,996,3,2288.18,171613.5,2291.23,458246,0.9,0.06,0.9,12191.00,0,27-08-2019
256,90,Male,0,self_employed,,2,12827.71,962078.25,3547.03,709406,22853.1,1523.54,22853.1,11578.00,0,10-12-2019
257,77,Male,0,retired,1020,2,8263.48,619761,8731.41,1746282,2.4,0.16,2.4,18888.00,0,24-01-2019
258,42,Male,0,self_employed,318,2,2695.29,202146.75,3284.33,656866,1.5,0.1,1.5,10934.00,1,19-09-2019
259,59,Male,0,salaried,491,2,563.65,42273.75,5886.99,1177398,173.1,11.54,173.1,14505.00,0,20-09-2019
260,37,Male,2,salaried,623,3,3182.99,238724.25,1717.42,343484,224.85,14.99,224.85,11840.00,0,20-12-2019
261,29,Male,,self_employed,681,2,1773.22,132991.5,1710.07,342014,1.95,0.13,1.95,10988.00,0,23-11-2019
262,49,Male,,self_employed,146,2,5873.4,440505,5873.4,1174680,7.5,0.5,7.5,15841.00,0,26-02-2019
263,45,Female,0,self_employed,146,3,2766.59,207494.25,3139.02,627804,18679.2,1245.28,18679.2,13388.00,0,22-12-2019
264,64,Male,2,retired,334,2,5003.27,375245.25,3591.72,718344,3585.75,239.05,3585.75,12345.00,0,01-11-2019
265,49,Male,0,salaried,539,2,18610.35,1395776.25,20902.98,4180596,360958.5,24063.9,360958.5,60517.00,0,07-12-2019
266,47,Male,1,self_employed,905,2,5382.59,403694.25,5357.48,1071496,1381.5,92.1,1381.5,15565.00,0,06-12-2019
267,81,Male,0,retired,1020,1,244686.74,18351505.5,99212.05,19842410,7647.9,509.86,7647.9,41313.00,0,22-12-2019
268,18,Female,0,student,146,1,5954.78,446608.5,2322,464400,3.15,0.21,3.15,12961.00,0,27-12-2019
269,60,Female,0,retired,906,3,3840.8,288060,4090.69,818138,3.6,0.24,3.6,12161.00,0,14-06-2019
270,39,Male,3,self_employed,1020,3,1933.12,144984,8259.56,1651912,84168.45,5611.23,84168.45,13932.00,1,20-12-2019
271,52,Female,0,salaried,409,1,3335.44,250158,20273.02,4054604,17339.85,1155.99,17339.85,15334.00,1,20-12-2019
272,64,Female,0,self_employed,834,2,27118.65,2033898.75,6314.91,1262982,9451.05,630.07,9451.05,32814.00,0,28-12-2019
273,41,Female,0,self_employed,1525,3,1691.27,126845.25,1718.87,343774,1.5,0.1,1.5,10984.00,0,04-08-2019
274,50,Male,0,self_employed,1020,2,1503.34,112750.5,1503.34,300668,6.6,0.44,6.6,11609.00,0,17-04-2019
275,38,Male,0,self_employed,1020,2,1689.22,126691.5,1548.04,309608,1.05,0.07,1.05,11848.00,0,NaT
276,53,Female,0,self_employed,409,2,7811.02,585826.5,4114.98,822996,0.15,0.01,0.15,13992.00,1,22-12-2019
277,54,Female,0,self_employed,334,2,5664.38,424828.5,8411.48,1682296,23571.9,1571.46,23571.9,16476.00,1,29-08-2019
278,77,Female,0,self_employed,1020,1,1828.39,137129.25,1810.27,362054,4.05,0.27,4.05,11724.00,0,30-10-2019
279,63,Male,0,self_employed,694,3,2684.38,201328.5,2890.48,578096,5643,376.2,5643,13162.00,0,22-09-2019
280,63,Male,0,retired,1020,3,1964.42,147331.5,4234.68,846936,3062.85,204.19,3062.85,14446.00,1,05-11-2019
281,15,Male,0,student,1181,2,3313.3,248497.5,3313.37,662674,8.55,0.57,8.55,13295.00,0,NaT
282,28,Female,0,self_employed,1271,2,430.31,32273.25,2469.82,493964,10510.05,700.67,10510.05,12644.00,1,03-10-2019
283,60,Male,0,salaried,563,3,2085.46,156409.5,1717.29,343458,12860.85,857.39,12860.85,11028.00,0,13-12-2019
284,39,Female,0,self_employed,146,1,4093.32,306999,5666.34,1133268,19368.45,1291.23,19368.45,14009.00,1,30-11-2019
285,61,Male,0,salaried,409,2,7506.81,563010.75,7766.3,1553260,5360.55,357.37,5360.55,13174.00,0,01-10-2019
286,90,Male,0,retired,1315,2,21608.91,1620668.25,8537.13,1707426,31074.6,2071.64,31074.6,21464.00,0,31-12-2019
287,53,Male,2,self_employed,1178,3,2918.97,218922.75,2918.97,583794,0.45,0.03,0.45,12682.00,0,04-08-2019
288,31,Male,0,self_employed,1477,3,1031.8,77385,4903.77,980754,19080.15,1272.01,19080.15,16518.00,0,01-12-2019
289,32,Male,0,salaried,1020,1,1069.08,80181,3096.84,619368,66007.5,4400.5,66007.5,11614.00,1,07-08-2019
290,24,Male,,self_employed,540,3,144.75,10856.25,3657.07,731414,7.65,0.51,7.65,15591.00,1,25-04-2019
291,23,Male,0,salaried,834,2,4287.7,321577.5,2840.36,568072,2150.4,143.36,2150.4,10635.00,0,17-11-2019
292,32,Male,1,salaried,623,2,10678.88,800916,2314.33,462866,6936.6,462.44,6936.6,10853.00,0,20-12-2019
293,55,Male,2,self_employed,139,3,1565.69,117426.75,1675.83,335166,5528.4,368.56,5528.4,12045.00,0,20-11-2019
294,60,Male,1,salaried,1232,2,9178.6,688395,9197.47,1839494,175.05,11.67,175.05,19092.00,0,02-08-2019
295,49,Male,0,salaried,1232,3,1216.68,91251,4522.04,904408,175000.05,11666.67,175000.05,18386.00,1,04-12-2019
296,37,Female,0,self_employed,575,2,3431.4,257355,3454,690800,438.6,29.24,438.6,13529.00,0,30-08-2019
297,44,Male,0,self_employed,146,2,3649.25,273693.75,1994.69,398938,38869.8,2591.32,38869.8,12016.00,0,24-12-2019
298,69,Female,0,self_employed,649,1,1361.62,102121.5,3443.74,688748,0.45,0.03,0.45,11689.00,0,31-12-2019
300,33,Female,,self_employed,551,3,31851.55,2388866.25,24487.59,4897518,5361,357.4,5361,10537.00,0,08-11-2019
301,36,Male,0,salaried,649,2,12600.99,945074.25,4799.81,959962,34061.1,2270.74,34061.1,23498.00,0,07-10-2019
302,29,Male,0,student,146,2,6504.13,487809.75,6773.08,1354616,2148.6,143.24,2148.6,16660.00,0,14-12-2019
303,44,Male,1,self_employed,664,3,5342.3,400672.5,6573.78,1314756,21430.05,1428.67,21430.05,15786.00,0,05-09-2019
304,54,Female,0,self_employed,1034,3,1490.51,111788.25,3079.11,615822,17143.35,1142.89,17143.35,14934.00,0,02-10-2019
305,33,Female,0,salaried,409,3,49.98,3748.5,3722.6,744520,278578.65,18571.91,278578.65,10675.00,0,12-11-2019
306,62,Male,2,self_employed,1020,2,10530.02,789751.5,11837.45,2367490,24311.7,1620.78,24311.7,28237.00,1,20-12-2019
307,47,Male,3,self_employed,409,2,20638.15,1547861.25,13979.01,2795802,1950.15,130.01,1950.15,20748.00,0,24-12-2019
308,60,Male,0,self_employed,294,3,2393.6,179520,2165.37,433074,9,0.6,9,11267.00,0,13-11-2019
309,42,Female,,self_employed,409,2,1445.26,108394.5,1445.31,289062,9.15,0.61,9.15,11435.00,0,15-01-2019
310,53,Female,0,self_employed,1020,1,2047.77,153582.75,4301.39,860278,85722.9,5714.86,85722.9,15436.00,1,06-12-2019
311,46,Female,0,salaried,1020,1,821.18,61588.5,1604.09,320818,9648.9,643.26,9648.9,10910.00,0,06-12-2019
312,31,Male,0,self_employed,146,3,935.82,70186.5,2544.67,508934,32811.6,2187.44,32811.6,13318.00,1,07-09-2019
313,75,Male,0,retired,834,2,4151.56,311367,3683.24,736648,2143.05,142.87,2143.05,13407.00,0,02-12-2019
314,56,Male,2,self_employed,454,2,2653.58,199018.5,1708.19,341638,121188.3,8079.22,121188.3,10603.00,1,21-12-2019
315,6,Female,0,student,,2,3127.64,234573,2641.46,528292,6,0.4,6,11491.00,1,NaT
316,24,Male,0,salaried,575,2,5834.67,437600.25,5745.66,1149132,8.55,0.57,8.55,10299.00,0,04-10-2019
318,66,Male,0,self_employed,1568,2,17736.13,1330209.75,18218.47,3643694,4.5,0.3,4.5,29806.00,0,25-09-2019
319,70,Male,0,self_employed,1020,1,3075.61,230670.75,3075.61,615122,7.35,0.49,7.35,13057.00,0,15-02-2019
320,52,Male,0,salaried,221,3,2653.6,199020,2658.08,531616,8.55,0.57,8.55,12643.00,0,NaT
321,40,Female,,self_employed,156,3,5860.13,439509.75,5853.52,1170704,9,0.6,9,15758.00,0,07-03-2019
322,34,Male,0,salaried,102,2,6138.46,460384.5,6305.66,1261132,6.45,0.43,6.45,14474.00,0,27-02-2019
323,35,Female,0,salaried,1020,2,233.48,17511,1848.09,369618,6713.7,447.58,6713.7,11960.00,0,13-10-2019
324,60,Male,0,self_employed,1232,1,11053.83,829037.25,7659.75,1531950,64286.55,4285.77,64286.55,12062.00,1,15-11-2019
325,61,Female,3,self_employed,1496,3,588.02,44101.5,2333.16,466632,42865.5,2857.7,42865.5,13562.00,1,11-12-2019
326,48,Female,0,self_employed,594,2,6885.54,516415.5,7515.04,1503008,12861.15,857.41,12861.15,16776.00,0,14-09-2019
327,55,Male,0,salaried,1020,2,4265.8,319935,4270.48,854096,4.35,0.29,4.35,14240.00,0,NaT
328,73,Male,0,retired,1096,3,10359.91,776993.25,10221.42,2044284,643.35,42.89,643.35,19699.00,0,01-08-2019
329,61,Female,0,self_employed,745,2,1536.82,115261.5,6236.4,1247280,9.45,0.63,9.45,17921.00,1,18-12-2019
330,29,Male,0,self_employed,,2,4634.83,347612.25,7128.58,1425716,46451.4,3096.76,46451.4,17278.00,0,17-12-2019
331,38,Female,0,salaried,1549,3,15426.05,1156953.75,15426.05,3085210,8.1,0.54,8.1,25328.00,0,NaT
332,42,Male,0,self_employed,1551,2,12494.86,937114.5,15019.22,3003844,794.85,52.99,794.85,20147.00,0,24-10-2019
333,52,Female,0,self_employed,1096,2,3821.35,286601.25,3821.35,764270,1.95,0.13,1.95,13798.00,0,14-03-2019
334,30,Male,3,self_employed,468,3,3779.86,283489.5,2876.25,575250,10191.45,679.43,10191.45,13567.00,0,02-08-2019
335,36,Female,0,self_employed,238,2,4135.04,310128,4135.04,827008,3.45,0.23,3.45,14109.00,0,NaT
336,60,Male,0,salaried,1020,1,1642.26,123169.5,3246.75,649350,225005.85,15000.39,225005.85,12818.00,0,26-12-2019
337,70,Male,0,self_employed,334,2,17795.8,1334685,3737.63,747526,803046.6,53536.44,803046.6,13975.00,0,17-07-2019
338,47,Male,3,salaried,1020,1,8382.26,628669.5,6728.14,1345628,289258.35,19283.89,289258.35,17408.00,0,22-12-2019
339,28,Male,0,self_employed,751,2,4746.17,355962.75,4742.63,948526,3.45,0.23,3.45,14711.00,0,08-05-2019
340,50,Female,0,salaried,1585,3,4390.99,329324.25,4390.99,878198,1.35,0.09,1.35,14369.00,0,28-06-2019
342,65,Female,0,self_employed,1570,1,1784.91,133868.25,19841.89,3968378,7.05,0.47,7.05,44491.00,1,04-12-2019
343,29,Male,,self_employed,334,2,411.42,30856.5,4133.69,826738,76840.65,5122.71,76840.65,15559.00,1,07-11-2019
344,61,Female,0,self_employed,575,2,1226.72,92004,3313.02,662604,133929.6,8928.64,133929.6,14019.00,1,08-11-2019
345,53,Female,0,self_employed,1096,2,1681.07,126080.25,1600.07,320014,1928.85,128.59,1928.85,12360.00,0,19-11-2019
346,33,Male,0,self_employed,1270,3,3124.75,234356.25,3117.31,623462,0.45,0.03,0.45,13091.00,0,NaT
347,70,Male,0,retired,1111,3,4926.41,369480.75,1822.95,364590,2899.65,193.31,2899.65,10131.00,0,15-12-2019
348,54,Male,0,self_employed,203,2,23290.3,1746772.5,18836.4,3767280,964291.35,64286.09,964291.35,27272.00,0,20-12-2019
349,21,Male,0,student,1085,1,689.86,51739.5,2446.59,489318,117867.45,7857.83,117867.45,22431.00,0,19-10-2019
350,48,Male,0,self_employed,146,2,19583.65,1468773.75,2598.19,519638,76998.6,5133.24,76998.6,11382.00,0,28-12-2019
351,39,Male,0,salaried,156,3,1741.68,130626,2448.21,489642,1.65,0.11,1.65,12909.00,0,24-07-2019
352,67,Female,0,retired,146,2,10716.44,803733,9075.89,1815178,1.05,0.07,1.05,16146.00,0,03-12-2019
353,47,Female,0,self_employed,1232,3,6299.99,472499.25,6005.4,1201080,4.5,0.3,4.5,15589.00,0,22-12-2019
354,71,Male,4,self_employed,1020,1,95267.56,7145067,93559.26,18711852,4.95,0.33,4.95,98512.00,0,30-12-2019
355,52,Male,0,self_employed,680,1,14939.89,1120491.75,14669.3,2933860,0.45,0.03,0.45,20342.00,1,12-10-2019
356,60,Female,0,,104,3,1257.16,94287,4165.99,833198,8.55,0.57,8.55,12569.00,1,24-10-2019
357,26,Male,0,self_employed,1585,3,2360.45,177033.75,1880.09,376018,3651.9,243.46,3651.9,12012.00,0,21-07-2019
358,39,Female,0,self_employed,318,1,3780.22,283516.5,2929.49,585898,7768.8,517.92,7768.8,11074.00,0,27-12-2019
359,57,Male,0,self_employed,409,2,11624.4,871830,11074.97,2214994,4286.4,285.76,4286.4,21329.00,0,20-12-2019
360,37,Male,0,self_employed,,2,5968.77,447657.75,4343.18,868636,15084.15,1005.61,15084.15,11664.00,1,28-12-2019
361,51,Male,0,self_employed,844,3,380.81,28560.75,5638.7,1127740,10724.85,714.99,10724.85,12905.00,0,28-12-2019
362,44,Male,2,self_employed,1598,2,1366.21,102465.75,1902.15,380430,5.4,0.36,5.4,10892.00,0,11-10-2019
363,67,Male,2,retired,834,2,7834.62,587596.5,7728.47,1545694,7.95,0.53,7.95,16106.00,0,22-07-2019
364,41,Male,3,salaried,977,3,1646.63,123497.25,1828.28,365656,54750,3650,54750,10959.00,0,05-12-2019
365,40,Female,0,self_employed,334,3,1886.36,141477,2231.52,446304,2.1,0.14,2.1,12429.00,1,02-06-2019
366,39,Female,0,self_employed,996,2,4349.95,326246.25,4349.95,869990,6.15,0.41,6.15,14354.00,0,NaT
367,33,Male,2,salaried,1020,1,3317.67,248825.25,4977.09,995418,23963.55,1597.57,23963.55,11843.00,0,31-12-2019
368,22,Female,0,student,1351,3,3576.66,268249.5,2170.11,434022,5365.05,357.67,5365.05,10133.00,0,09-11-2019
369,41,Male,2,self_employed,745,3,1338.22,100366.5,1494.6,298920,9.15,0.61,9.15,11295.00,0,11-12-2019
370,65,Female,0,self_employed,334,2,1369.66,102724.5,2806.7,561340,25502.4,1700.16,25502.4,15067.00,0,10-12-2019
371,47,Female,0,self_employed,834,3,4839.68,362976,2276.96,455392,9.9,0.66,9.9,10958.00,0,08-11-2019
373,80,Female,0,self_employed,66,3,2980.05,223503.75,2980.05,596010,7.05,0.47,7.05,12962.00,0,08-03-2019
374,62,Male,2,self_employed,334,2,6191.44,464358,3839.11,767822,78531.45,5235.43,78531.45,13780.00,1,31-12-2019
375,63,Female,0,self_employed,834,3,6028.34,452125.5,1704.96,340992,1.65,0.11,1.65,10839.00,0,19-12-2019
376,32,Female,0,self_employed,,3,289.21,21690.75,1461.62,292324,2.55,0.17,2.55,11498.00,1,13-12-2019
377,26,Male,0,student,1096,2,5427.68,407076,7299.54,1459908,4.65,0.31,4.65,18226.00,0,NaT
378,30,Female,0,self_employed,575,2,22776.74,1708255.5,16748.96,3349792,217777.35,14518.49,217777.35,14803.00,0,11-12-2019
379,65,Female,0,self_employed,1020,2,4250.35,318776.25,1447.88,289576,31980.75,2132.05,31980.75,10766.00,0,07-12-2019
380,35,Female,0,self_employed,1232,1,10931,819825,10965.23,2193046,2576.55,171.77,2576.55,17702.00,1,19-09-2019
381,52,Male,0,self_employed,1026,2,7491.74,561880.5,6357.01,1271402,6.45,0.43,6.45,18824.00,0,31-12-2019
382,47,Female,0,self_employed,1037,2,2415.04,181128,2435.24,487048,73.35,4.89,73.35,11682.00,0,17-10-2019
383,34,Male,,self_employed,1494,3,1466.71,110003.25,1484.22,296844,432.9,28.86,432.9,11487.00,0,19-03-2019
385,64,Male,0,retired,496,2,12140.41,910530.75,12601.24,2520248,2.85,0.19,2.85,20154.00,0,28-08-2019
386,53,Female,0,self_employed,834,3,2638.96,197922,2690.59,538118,496.35,33.09,496.35,13048.00,0,14-05-2019
387,51,Female,0,self_employed,1540,1,676.16,50712,6825.02,1365004,4.05,0.27,4.05,54443.00,1,04-12-2019
388,54,Female,0,self_employed,1096,3,1917.69,143826.75,1643.39,328678,83771.4,5584.76,83771.4,11430.00,0,26-12-2019
389,24,Male,0,self_employed,538,3,2926.73,219504.75,6213.81,1242762,1.5,0.1,1.5,16213.00,0,26-12-2019
390,24,Male,0,self_employed,1299,2,1476.47,110735.25,1883.51,376702,7694.1,512.94,7694.1,10298.00,0,16-11-2019
391,25,Male,0,student,15,1,9027.5,677062.5,9029.11,1805822,45.6,3.04,45.6,18916.00,0,17-07-2019
392,22,Female,,student,334,2,2175.61,163170.75,1786.91,357382,7.95,0.53,7.95,11145.00,0,27-12-2019
393,32,Male,0,self_employed,1403,3,3970.64,297798,3970.64,794128,3,0.2,3,12197.00,0,05-09-2019
394,59,Male,1,salaried,146,1,11397.37,854802.75,8719.73,1743946,125540.4,8369.36,125540.4,13584.00,0,10-12-2019
395,84,Female,0,self_employed,834,2,68219.95,5116496.25,63529.39,12705878,9.15,0.61,9.15,63682.00,0,01-11-2019
396,20,Male,,student,334,2,1491.57,111867.75,2079.35,415870,9.15,0.61,9.15,19323.00,0,13-12-2019
397,70,Female,0,self_employed,,2,1660.27,124520.25,1822.8,364560,3847.5,256.5,3847.5,13237.00,0,19-07-2019
398,46,Female,0,self_employed,1096,2,9816.06,736204.5,9823.19,1964638,10.05,0.67,10.05,19295.00,0,10-07-2019
399,61,Female,0,self_employed,372,2,1710.67,128300.25,1710.67,342134,2.85,0.19,2.85,11700.00,0,NaT
400,50,Male,0,self_employed,615,2,1324.67,99350.25,3014.86,602972,42858,2857.2,42858,14447.00,0,31-10-2019
402,39,Male,1,salaried,653,3,2091.15,156836.25,1446.68,289336,5350.05,356.67,5350.05,10897.00,0,28-12-2019
403,44,Female,0,self_employed,836,3,1927.44,144558,2094.56,418912,1081.65,72.11,1081.65,12292.00,0,03-09-2019
404,90,,0,self_employed,1096,2,12122.37,909177.75,8794.91,1758982,41450.7,2763.38,41450.7,4049.00,0,02-11-2019
405,46,Female,0,self_employed,1589,3,190.9,14317.5,1767.16,353432,14756.85,983.79,14756.85,6502.00,1,13-12-2019
406,23,Female,0,student,1096,2,2440.37,183027.75,2440.37,488074,7.5,0.5,7.5,4015.00,0,15-08-2019
407,42,Male,0,salaried,1020,2,13499.17,1012437.75,11842.88,2368576,10935.9,729.06,10935.9,2836.00,0,05-12-2019
409,43,Male,0,self_employed,2,2,26291.66,1971874.5,41131.58,8226316,535799.4,35719.96,535799.4,33938.00,1,11-12-2019
410,27,Female,,self_employed,1020,2,1642.87,123215.25,2555.29,511058,1065.6,71.04,1065.6,881.00,0,25-12-2019
411,30,Male,0,self_employed,1439,3,37032.89,2777466.75,39224.36,7844872,20155.65,1343.71,20155.65,37590.00,0,14-03-2019
412,39,Male,,salaried,21,3,7225.35,541901.25,6673.57,1334714,12862.05,857.47,12862.05,12.00,0,14-12-2019
413,54,Female,0,self_employed,334,3,253.98,19048.5,1986.4,397280,6.9,0.46,6.9,1778.00,0,16-10-2019
414,49,Male,0,self_employed,834,1,2788.05,209103.75,5598.27,1119654,100616.1,6707.74,100616.1,9.00,0,13-12-2019
415,22,Male,0,salaried,649,2,3674.8,275610,3842.96,768592,3679.5,245.3,3679.5,83.00,0,05-11-2019
416,47,Male,0,self_employed,363,2,1744.56,130842,2091.09,418218,15376.8,1025.12,15376.8,0.00,0,24-12-2019
417,90,,0,self_employed,1043,2,2632.73,197454.75,2632.73,526546,8.4,0.56,8.4,345.00,0,31-07-2019
418,61,Female,0,salaried,479,3,2159.16,161937,2517.64,503528,865.35,57.69,865.35,6577.00,0,08-12-2019
419,71,Female,0,self_employed,834,3,82.99,6224.25,1740.24,348048,6432.9,428.86,6432.9,8.00,1,24-12-2019
420,71,Female,0,self_employed,1525,3,4025.3,301897.5,3786.11,757222,6.15,0.41,6.15,0.00,0,13-12-2019
421,35,Male,0,self_employed,15,2,2111.72,158379,1828.65,365730,1935.15,129.01,1935.15,0.00,0,14-12-2019
422,35,Female,0,self_employed,1084,3,1434.09,107556.75,1434.09,286818,2.1,0.14,2.1,6.00,0,NaT
423,60,Female,0,self_employed,1096,2,977.78,73333.5,2013.4,402680,70467.15,4697.81,70467.15,2.00,0,19-12-2019
424,48,Male,0,salaried,70,3,8044.33,603324.75,7461.62,1492324,28540.65,1902.71,28540.65,283.00,0,28-12-2019
425,42,Male,0,self_employed,1020,1,1654.48,124086,2373.11,474622,146617.65,9774.51,146617.65,778.00,0,31-12-2019
426,43,Male,0,salaried,996,3,4005.96,300447,3174.02,634804,8576.1,571.74,8576.1,8776.00,0,20-10-2019
427,35,Male,0,salaried,1593,2,4482.78,336208.5,4261.33,852266,1343.85,89.59,1343.85,6547.00,0,31-12-2019
429,31,Male,,self_employed,1537,3,11152.16,836412,2176.71,435342,103503.6,6900.24,103503.6,2.00,0,24-12-2019
430,36,Male,3,self_employed,409,3,3297.9,247342.5,3257.55,651510,1.5,0.1,1.5,3.00,0,NaT
431,48,Male,1,salaried,525,3,6695.64,502173,5330.7,1066140,42694.05,2846.27,42694.05,7.00,0,01-12-2019
432,46,Male,0,salaried,146,2,15897.82,1192336.5,15897.82,3179564,1.05,0.07,1.05,8825.00,0,12-05-2019
433,73,Male,2,salaried,1020,2,4749.95,356246.25,2808.56,561712,1161.15,77.41,1161.15,86.00,0,22-12-2019
434,29,Male,0,self_employed,146,3,1802.77,135207.75,1763.31,352662,4.5,0.3,4.5,0.00,0,13-12-2019
435,71,Male,0,retired,1096,3,5471.59,410369.25,5471.59,1094318,7.65,0.51,7.65,9.00,0,NaT
436,38,Male,0,salaried,1269,2,5087.55,381566.25,4619.04,923808,7.5,0.5,7.5,5.00,0,14-11-2019
437,53,Male,0,self_employed,674,2,8662.45,649683.75,9846.1,1969220,2.4,0.16,2.4,5546.00,0,11-10-2019
438,69,Female,0,self_employed,1020,2,33710.69,2528301.75,28194.04,5638808,6.15,0.41,6.15,20207.00,0,22-12-2019
439,57,Female,2,self_employed,927,2,15497.07,1162280.25,15762.47,3152494,3299.4,219.96,3299.4,43562.00,0,19-09-2019
440,53,Male,0,salaried,1477,2,2678.91,200918.25,2678.91,535782,1.05,0.07,1.05,654.00,0,15-08-2019
441,14,Male,0,student,146,1,2676.85,200763.75,2672.53,534506,0.6,0.04,0.6,5.00,0,21-10-2019
442,55,Female,0,self_employed,1232,1,3614.8,271110,3531.47,706294,2.55,0.17,2.55,643.00,0,14-02-2019
443,77,Female,0,self_employed,1096,1,7337.71,550328.25,7075.85,1415170,23389.95,1559.33,23389.95,0.00,0,12-12-2019
444,40,Male,,self_employed,1020,2,8459.52,634464,11440.42,2288084,15224.4,1014.96,15224.4,323.00,0,04-12-2019
445,51,Male,0,self_employed,1598,3,2140.74,160555.5,1755.36,351072,5.1,0.34,5.1,5435.00,0,14-11-2019
446,24,Female,0,student,,3,3460.39,259529.25,3415.08,683016,2251.65,150.11,2251.65,464.00,0,18-12-2019
447,64,Female,0,self_employed,1020,3,2084.21,156315.75,1992.59,398518,1597.2,106.48,1597.2,3.00,0,31-12-2019
